REQUESTID,DATETIMEINIT,SOURCE,DESCRIPTION,REQCATEGORY,STATUS,REFERREDTO,DATETIMECLOSED,BEAT,PROBADDRESS,City,State,Ward,Postcode
579737,2015-05-01T10:10:49.000,Phone,Streets - Potholes/Depression,Street and Pavement Maintenance,Resolved,,2015-09-04T09:09:11.000,04X,17TH ST & TELEGRAPH AV,Wandsworth,London,Fairfield,SW18 2AB
811924,2018-05-06T20:35:55.000,FixMyStreet,Illegal Dumping � mattress/boxspring,Fly-Tipping,Resolved,,2018-05-15T15:01:33.000,31Z,RUSSETT ST & 105TH AV,Wandsworth,London,Northcote,SW11 6AB
785746,2018-01-09T14:58:38.000,Phone,Tree - Pruning,Tree Maintenance,UNFUNDED,,,06X,2580 SAN PABLO AV,Wandsworth,London,Graveney,SW17 9AA
598526,2015-08-13T10:50:16.000,FixMyStreet,Parks and Street Medians - Irrigation,Parks Maintenance,Resolved,,2015-10-02T13:43:42.000,18X,SAN ANTONIO PARK,Wandsworth,London,Northcote,SW11 5AB
702079,2017-01-04T18:09:35.000,FixMyStreet,Litter - Street Litter Container - Overflowing/Mis,Fly-Tipping,Resolved,,2017-01-09T16:51:27.000,20X,300 DERBY AV,Wandsworth,London,Tooting,SW17 7AA
673392,2016-08-05T10:52:39.000,Phone,City Bldg - Plumbing,Council Building Maintenance,Resolved,,2016-09-06T06:15:38.000,14X,LAKESIDE PARK - SAILBOAT HOUSE,Wandsworth,London,East Putney,SW15 1AB
802935,2018-03-23T07:58:10.000,Email,Graffiti on Public Property,OTHER,Resolved,,2018-04-17T09:15:45.000,03X,919 HARRISON ST,Wandsworth,London,Southfields,SW19 6AA
831723,2018-08-06T07:10:49.000,FixMyStreet,Illegal Dumping � mattress/boxspring,Fly-Tipping,Resolved,,2018-08-20T17:25:13.000,02Y,712 CAMPBELL ST,Wandsworth,London,East Putney,SW15 1AA
585709,2015-06-08T09:06:57.000,Phone,Fly-Tipping,Fly-Tipping,Resolved,,2015-06-10T16:27:04.000,19X,11TH AV & E 12TH ST,Wandsworth,London,Tooting,SW17 7AA
612485,2015-10-22T11:31:40.000,Online Form,Fly-Tipping,Fly-Tipping,Resolved,,2015-10-24T09:43:00.000,15X,MACARTHUR BLVD & WESLEY AV,Wandsworth,London,Tooting,SW17 7AB
543626,2014-10-01T13:30:21.000,FixMyStreet,Fly-Tipping,Fly-Tipping,Resolved,,2014-10-04T15:58:02.000,03X,735 WEBSTER ST,Wandsworth,London,Graveney,SW17 0AB
665455,2016-07-04T16:25:22.000,FixMyStreet,Graffiti in a Park,Council Building Maintenance,Resolved,,2016-07-14T15:14:29.000,13Y,CALDECOTT PARK (N OAKLAND SPORTS FIELD),Wandsworth,London,East Putney,SW15 1AB
583037,2015-05-22T06:00:41.000,FixMyStreet,Illegal Dumping (report from SeeClickFix),Fly-Tipping,Resolved,,2015-05-24T16:16:00.000,22Y,3044 GUIDO ST,Wandsworth,London,Shaftesbury,SW11 1AA
579394,2015-04-29T11:48:49.000,Phone,Streets - Potholes/Depression,Street and Pavement Maintenance,Resolved,,2016-07-11T19:36:49.000,04X,20TH ST & TELEGRAPH AV,Wandsworth,London,Northcote,SW11 5AA
329511,2010-02-23T09:07:08.000,Online Form,Pests in Park,Council Building Maintenance,Resolved,,2010-03-03T12:54:48.000,14X,568 BELLEVUE AVE,Wandsworth,London,Roehampton and Putney Heath,SW15 4AC
332622,2010-03-26T10:15:45.000,Telephone/Email,Building Maintenance - General,Parks Maintenance,Cancelled by Customer,,,03X,MAIN LIBRARY,Wandsworth,London,West Putney,SW15 1AC
581025,2015-05-09T14:32:58.000,FixMyStreet,Graffiti on Traffic Sign(s),Traffic Signage Issues,Resolved,,2015-05-29T08:32:49.000,10Y,5776 GENOA ST,Wandsworth,London,West Putney,SW15 2AE
351202,2010-10-26T08:54:18.000,Telephone/Email,Pedestrian Signal - Broken/Damaged,Street Lighting,Resolved,,2010-10-27T07:25:30.000,04X,16TH ST & TELEGRAPH AV,Wandsworth,London,Tooting,SW17 7AB
813151,2018-05-11T12:24:53.000,FixMyStreet,Illegal Dumping � mattress/boxspring,Fly-Tipping,Resolved,,2018-05-13T15:28:20.000,24X,2056 36TH AV,Wandsworth,London,West Hill,SW18 1AD
764069,2017-10-04T11:12:40.000,Other,Graffiti in a Park,Council Building Maintenance,Resolved,,2018-07-10T09:39:08.000,19X,UNION POINT PARK,Wandsworth,London,Southfields,SW18 5AA
954000,2019-10-17T09:01:17.000,Phone,Rough Sleeping Report,Environmental Hygiene,Cancelled by Customer,,,12Y,BROADWAY & BROADWAY TER,Wandsworth,London,West Putney,SW15 2AF
614552,2015-11-02T14:49:48.000,Phone,Streets/Sidewalks - Pooling Water,Street and Pavement Maintenance,In Progress,,,03X,12TH ST & HARRISON ST,Wandsworth,London,Northcote,SW11 6AA
651775,2016-05-03T11:29:10.000,Online Form,City Bldg - Key / Lock Management,Council Building Maintenance,Resolved,,2016-05-08T10:17:26.000,30Y,EASTMONT LIBRARY,Wandsworth,London,Southfields,SW19 6AB
375826,2011-07-14T12:13:02.000,Telephone/Email,City Bldg - Electrical Inside/Outside,Council Building Maintenance,Resolved,,2011-07-18T10:49:01.000,04X,150 FRANK H OGAWA PLAZA,Wandsworth,London,Queenstown,SW8 4AA
706891,2017-01-27T11:46:31.000,Phone,"Tree - Diseased, Dead, Dying, Leaning, or Split",Tree Maintenance,In Progress,,,25X,6401 LEONA ST,Wandsworth,London,West Putney,SW15 1AD
758994,2017-09-11T17:09:31.000,FixMyStreet,Illegal Dumping (report from SeeClickFix),Fly-Tipping,Cancelled by Customer,,,24X,2080 35TH AVE,Wandsworth,London,Balham,SW12 0AB
859710,2018-12-13T16:06:23.000,Email,Tree - Broken/Hanging Limb,Tree Maintenance,Resolved,,2018-12-14T15:07:52.000,35Y,4507 SAINT ANDREWS RD,Wandsworth,London,Furzedown,SW16 6AC
846319,2018-10-11T14:05:05.000,FixMyStreet,Graffiti on Public Property,OTHER,Resolved,,2018-10-12T15:24:36.000,09X,3504 RICHMOND BLVD,Wandsworth,London,Tooting,SW17 7AB
673206,2016-08-04T15:39:58.000,Online Form,City Bldg - Clean / Custodial,Council Building Maintenance,Resolved,,2016-08-31T06:46:43.000,03X,MAIN LIBRARY,Wandsworth,London,Bedford,SW12 8AB
353920,2010-12-01T10:28:12.000,Telephone/Email,Fly-Tipping,Fly-Tipping,Cancelled by Customer,,,10X,951 61ST ST PL,Wandsworth,London,Southfields,SW18 5AA
752892,2017-08-14T14:47:35.000,Email,"Graffiti on Street, Street Light, Traffic Signal,",Graffiti Removal,Resolved,,2017-08-15T15:22:13.000,28X,REDDING ST & COURTLAND AV,Wandsworth,London,West Hill,SW18 1AE
655443,2016-05-21T14:48:43.000,FixMyStreet,Fly-Tipping,Fly-Tipping,Resolved,,2016-05-26T16:35:56.000,21X,2751 26TH AVE,Wandsworth,London,Northcote,SW11 5AB
934086,2019-08-12T17:31:10.000,FixMyStreet,Parking - Abandoned Vehicle,Community Safety,Resolved,,2019-10-24T16:43:02.000,11X,728 61ST ST,Wandsworth,London,Tooting,SW17 7AA
887929,2019-03-20T14:26:59.000,Phone,Street Cleaning - Complaints,Environmental Services,Resolved,,2019-05-08T11:38:26.000,20X,2879 E 17TH ST,Wandsworth,London,Earlsfield,SW18 3AB
375365,2011-07-11T08:49:56.000,Telephone/Email,Litter - In Public Right of Way,Fly-Tipping,Resolved,,2011-07-12T13:10:30.000,35X,8755 FONTAINE ST,Wandsworth,London,Tooting,SW17 8AB
951480,2019-10-08T09:13:38.000,FixMyStreet,Weed Abatement - Public Right of Way,Vegetation and Weed Clearance,Resolved,,2019-10-14T15:11:44.000,02Y,1451 7TH ST,Wandsworth,London,West Putney,SW15 2AE
792377,2018-02-06T13:51:35.000,Phone,Fly-Tipping,Fly-Tipping,Resolved,,2018-02-06T19:02:57.000,26Y,1182 64TH AV,Wandsworth,London,Tooting,SW17 7AB
332127,2010-03-22T09:16:06.000,Telephone/Email,Animal and Insect Control,OTHER,Resolved,,2010-03-22T09:16:06.000,32Y,106TH AV & LONGFELLOW AV,Wandsworth,London,Furzedown,SW16 6AA
663546,2016-06-25T21:15:26.000,FixMyStreet,"Graffiti on Street, Street Light, Traffic Signal,",Graffiti Removal,Resolved,,2016-07-19T05:35:47.000,12X,41ST ST & SHAFTER AV,Wandsworth,London,Southfields,SW18 5AC
449887,2013-03-07T11:32:45.000,Telephone/Email,Illegal Dumping � mattress/boxspring,Fly-Tipping,Resolved,,2013-03-08T16:44:16.000,21Y,NICOL AV & CUTHBERT AV,Wandsworth,London,West Putney,SW15 2AF
562035,2015-01-20T08:48:13.000,Phone,Caltrans issue,OTHER,Referred to External Agency,Transport for London (TfL),,26X,HIGH ST & COLISEUM WY,Wandsworth,London,Bedford,SW12 8AA
740833,2017-06-23T12:30:28.000,Online Form,Illegal Dumping � mattress/boxspring,Fly-Tipping,Resolved,,2017-06-27T19:10:08.000,05Y,WILLOW ST & W GRAND AV,Wandsworth,London,East Putney,SW15 1AB
617265,2015-11-15T09:20:17.000,FixMyStreet,Council Enforcement,OTHER,Referred to External Agency,Council Enforcement,,20X,333 LANCASTER ST,Wandsworth,London,Queenstown,SW8 3AA
708601,2017-02-03T13:25:26.000,Phone,City Bldg - Clean / Custodial,Council Building Maintenance,Resolved,,2017-03-06T10:13:59.000,13Z,MONTCLAIR PARK,Wandsworth,London,Latchmere,SW11 3AB
926424,2019-07-19T15:28:24.000,Email,Fly-Tipping,Fly-Tipping,Resolved,,2019-07-22T20:09:59.000,06X,600 SYCAMORE ST,Wandsworth,London,Queenstown,SW8 4AA
941871,2019-09-06T08:02:08.000,FixMyStreet,Fly-Tipping,Fly-Tipping,Resolved,,2019-09-10T20:17:15.000,21X,E 17TH ST & 23RD AV,Wandsworth,London,Southfields,SW19 6AB
399415,2012-03-04T18:31:18.000,Online Form,Street Lighting Fault,Street Lighting,Resolved,,2012-04-02T07:51:41.000,16X,630 MANDANA BLVD,Wandsworth,London,Balham,SW12 0AB
364140,2011-03-21T08:36:14.000,Telephone/Email,Litter - In Public Right of Way,Fly-Tipping,Resolved,,2011-03-21T14:48:23.000,21X,23RD AV & E 19TH ST,Wandsworth,London,West Putney,SW15 2AF
691582,2016-11-01T15:26:47.000,Email,TE - Traffic Signal Request (non-emergency),Traffic Management,Cancelled by Customer,,,12X,40TH ST & TELEGRAPH AV,Wandsworth,London,Tooting,SW17 7AA
776142,2017-11-27T06:32:08.000,FixMyStreet,Litter in Parks,Parks Maintenance,Resolved,,2018-01-03T14:12:51.000,02Y,SOUTH PRESCOTT PARK AKA CRESCENT PARK,Wandsworth,London,Tooting,SW17 7AA
559998,2015-01-08T12:20:22.000,FixMyStreet,Fly-Tipping,Fly-Tipping,Resolved,,2015-01-11T15:59:52.000,06X,3437 WEST ST,Wandsworth,London,Southfields,SW18 5AB
504243,2014-02-20T05:30:41.000,FixMyStreet,Illegal Dumping � green waste,Fly-Tipping,Resolved,,2014-02-27T16:47:11.000,20X,DEL MONTE AV & ELMWOOD AV,Wandsworth,London,Northcote,SW11 6AB
566242,2015-02-09T18:39:25.000,Online Form,TE - Parking (On Street),Traffic Management,Cancelled by Customer,,,,24 & 25 AVE ON EAST 21ST,Wandsworth,London,Bedford,SW12 8AC
670443,2016-07-25T08:26:53.000,FixMyStreet,Rough Sleeping Report,Fly-Tipping,Cancelled by Customer,,,19X,1717 EMBARCADERO,Wandsworth,London,Nightingale,SW12 8AD
534732,2014-08-13T09:10:20.000,FixMyStreet,Illegal Dumping � green waste,Fly-Tipping,Resolved,,2014-08-16T09:46:20.000,07X,HAVEN ST & PERALTA ST,Wandsworth,London,Queenstown,SW8 4AA
627388,2016-01-11T15:50:16.000,FixMyStreet,Oakland Police - Abandoned Auto,OTHER,Referred to External Agency,"OPD ABANDONED AUTOS, PUBLIC",,28X,4458 FLEMING AV,Wandsworth,London,Bedford,SW12 8AA
736604,2017-06-03T19:27:40.000,FixMyStreet,Illegal Dumping (report from SeeClickFix),Fly-Tipping,Cancelled by Customer,,,,8701-8745 FONTAINE STREET,Wandsworth,London,East Putney,SW15 1AB
955028,2019-10-21T09:58:46.000,Email,Street Medians (Landscaped),Parks Maintenance,Resolved,,2019-11-06T11:44:09.000,33X,89TH AVE & INTERNATIONAL BLVD,Wandsworth,London,Wandsworth Town,SW18 3AE
482038,2013-09-22T11:11:54.000,FixMyStreet,"Graffiti on Street, Street Light, Traffic Signal,",Graffiti Removal,Resolved,,2013-10-01T15:03:02.000,32Y,106TH AV & PERALTA OAKS DR,Wandsworth,London,Tooting,SW17 7AA
327852,2010-02-03T14:31:29.000,Telephone/Email,Streets/Sidewalks - Unsafe Condition,Public Right of Way,Resolved,,2010-08-24T16:55:45.000,12Y,5429 SHAFTER AV,Wandsworth,London,West Putney,SW15 2AD
889809,2019-03-27T09:56:08.000,Phone,Fly-Tipping,Fly-Tipping,Resolved,,2019-04-02T09:35:18.000,24Y,3536 ALLENDALE AV,Wandsworth,London,Bedford,SW12 9AE
767408,2017-10-18T15:00:20.000,FixMyStreet,Fly-Tipping,Fly-Tipping,Cancelled by Customer,,,06X,MARTIN LUTHER KING JR WAY & 35TH ST,Wandsworth,London,Graveney,SW17 9AA
585569,2015-06-06T11:50:45.000,FixMyStreet,Graffiti (report from SeeClickFix),Council Building Maintenance,Resolved,,2015-06-23T15:19:26.000,04X,2136-2178 HARRISON STREET,Wandsworth,London,Southfields,SW19 6AB
474309,2013-08-08T09:33:27.000,Online Form,TE - Traffic Safety (non-emergency),Traffic Management,Work Order Created,,,13Y,1871 GRAND VIEW DR,Wandsworth,London,West Hill,SW15 3AC
513947,2014-04-21T08:49:47.000,Email,Engineering Issues,OTHER,In Progress,,,24Y,35TH AV & SCHOOL ST,Wandsworth,London,Fairfield,SW18 2AB
557390,2014-12-23T11:37:50.000,Email,Council Enforcement,OTHER,Referred to External Agency,Council Enforcement,,20X,3136 INTERNATIONAL BLVD,Wandsworth,London,Tooting,SW17 8AC
642992,2016-03-22T20:10:26.000,FixMyStreet,Graffiti on Traffic Sign(s),Traffic Signage Issues,Resolved,,2016-03-29T11:26:48.000,14Y,150 SANTA CLARA AV,Wandsworth,London,Bedford,SW12 8AC
903857,2019-05-11T09:44:18.000,FixMyStreet,Animal and Insect Control,OTHER,Referred to External Agency,RSPCA,,12Y,CLAREMONT AV & CAVOUR ST,Wandsworth,London,Southfields,SW19 6AA
394047,2012-01-12T18:17:25.000,Online Form,Street Lighting Fault,Street Lighting,Cancelled by Customer,,,12X,412 41ST ST,Wandsworth,London,Balham,SW12 0AA
392176,2011-12-22T11:37:59.000,Telephone/Email,Litter - In Public Right of Way,Fly-Tipping,Resolved,,2012-01-04T07:36:37.000,06X,33RD ST & WEST ST,Wandsworth,London,East Putney,SW15 2AB
800224,2018-03-09T16:12:31.000,Telephone Voicemail,Compost - Missed Pickup,Recycling,Resolved,,2018-03-19T11:01:25.000,24X,1932 41ST AV,Wandsworth,London,Nightingale,SW12 9AG
455291,2013-04-12T15:53:09.000,Telephone/Email,Street Medians (Landscaped),Parks Maintenance,Resolved,,2013-08-06T13:23:58.000,25X,HIGH ST & MASTERSON ST,Wandsworth,London,Tooting,SW17 8AC
568831,2015-02-26T09:06:01.000,FixMyStreet,Graffiti on Traffic Sign(s),Traffic Signage Issues,Resolved,,2015-04-15T11:20:16.000,14X,46 VERNON ST,Wandsworth,London,Queenstown,SW8 4AA
524171,2014-06-17T20:40:17.000,FixMyStreet,Fly-Tipping,Parks Maintenance,Resolved,,2014-06-22T15:24:15.000,26X,OAKPORT ST & 66TH AV,Wandsworth,London,West Putney,SW15 2AF
508070,2014-03-17T11:47:18.000,Phone,Vegetation Mgmt - Complaints (Fire Hazard),Fire Safety Reports,Referred to External Agency,"VEGETATION MANAGEMENT, FIRE",,25X,5230 LEONA ST,Wandsworth,London,Wandsworth Town,SW18 3AE
431110,2012-10-23T13:23:00.000,Telephone/Email,Litter - In Public Right of Way,Fly-Tipping,Resolved,,2012-10-25T16:55:49.000,24Y,35TH AVE  & SCHOOL ST,Wandsworth,London,East Putney,SW15 1AA
961063,2019-11-11T09:48:25.000,FixMyStreet,Illegal Dumping � green waste,Fly-Tipping,Cancelled by Customer,,,15X,1944-1998 LAKESHORE AVE,Wandsworth,London,Southfields,SW18 5AA
753381,2017-08-16T12:30:09.000,Online Form,City Bldg - Plumbing,Council Building Maintenance,Cancelled by Customer,,,25X,REDWOOD HEIGHTS CENT,Wandsworth,London,Tooting,SW17 7AA
788189,2018-01-19T15:57:24.000,FixMyStreet,Fly-Tipping,Fly-Tipping,Resolved,,2018-02-11T15:15:39.000,07X,1401-1499 26TH ST,Wandsworth,London,West Hill,SW15 3AC
481219,2013-09-17T14:16:06.000,Phone,Traffic Signal - Outage/Damaged,Street Lighting,Resolved,,2013-09-20T07:30:39.000,03X,BROADWAY & 12TH ST,Wandsworth,London,West Hill,SW15 3AA
569036,2015-02-27T09:34:18.000,Phone,Traffic Signal - Outage/Damaged,Street Lighting,Resolved,,2015-03-02T07:38:58.000,21Y,FOOTHILL BLVD & FRUITVALE AV,Wandsworth,London,Roehampton and Putney Heath,SW15 4AC
684544,2016-09-26T12:50:37.000,Online Form,"City Bldg - Heating, Ventilation, and Cooling",Council Building Maintenance,Resolved,,2016-10-13T06:09:54.000,31X,FIRE STATION 27,Wandsworth,London,Wandsworth Town,SW18 3AD
640413,2016-03-10T11:43:58.000,Phone,Tree - Limb Down,Tree Maintenance,Resolved,,2016-03-17T15:08:55.000,25X,4046 MAYBELLE AV,Wandsworth,London,Graveney,SW17 0AA
346320,2010-09-01T10:08:07.000,Telephone/Email,Tree - Pruning,Tree Maintenance,Resolved,,2010-12-20T14:24:39.000,16Y,1501 EXCELSIOR AV,Wandsworth,London,Northcote,SW11 6AA
705491,2017-01-21T11:00:11.000,Online Form,Streets - Potholes/Depression,Street and Pavement Maintenance,Cancelled by Customer,,,,GOULDIN ROAD,Wandsworth,London,Southfields,SW19 6AB
320126,2009-10-29T12:23:47.000,Telephone/Email,Sewers - Tap inspection,Drainage,Resolved,,2009-10-29T12:35:51.000,18Y,2124 E 23RD ST,Wandsworth,London,Roehampton and Putney Heath,SW15 5AB
963150,2019-11-18T13:03:06.000,FixMyStreet,Street Cleaning,Environmental Services,In Progress,,,30Y,2719 74TH AVE,Wandsworth,London,Wandsworth Common,SW17 7AE
559099,2015-01-05T11:13:12.000,Phone,CityBldg - Missed Garbage Pickup from WMAC,Recycling,Resolved,,2015-01-07T14:47:40.000,01X,JACK LONDON AQUATICS CENTER,Wandsworth,London,East Putney,SW15 2AC
649923,2016-04-25T10:50:28.000,Other,Hazardous Materials,Fire Safety Reports,Resolved,,2016-05-24T10:23:25.000,22X,FLAGG AV & MONTANA ST,Wandsworth,London,West Putney,SW15 1AC
623316,2015-12-17T09:11:40.000,Online Form,Vector Control issue,OTHER,Referred to External Agency,"ALAMEDA COUNTY VECTOR CONTROL,",,01X,JACK LONDON AQUATICS CENTER,Wandsworth,London,Wandsworth Town,SW18 3AE
694506,2016-11-17T14:24:36.000,FixMyStreet,Sewers - Blockage,Drainage,Resolved,,2016-11-21T14:20:49.000,17Y,1401 E 31ST ST,Wandsworth,London,East Putney,SW15 2AB
756174,2017-08-29T10:18:50.000,FixMyStreet,Council Enforcement,OTHER,Referred to External Agency,Council Enforcement,,30Y,7620 HILLSIDE ST,Wandsworth,London,Southfields,SW19 6AA
323840,2009-12-14T10:33:59.000,Telephone/Email,Fly-Tipping,Fly-Tipping,Resolved,,2009-12-15T13:38:15.000,05Y,15TH ST & WOOD ST,Wandsworth,London,West Hill,SW15 3AB
346978,2010-09-13T09:34:16.000,Telephone/Email,Shrine Removal With OPD,Fly-Tipping,Resolved,,2010-09-16T21:12:30.000,02Y,10TH ST & WILLOW ST,Wandsworth,London,East Putney,SW15 1AB
794113,2018-02-13T17:32:07.000,Telephone/Email,TE - Parking (On Street),Parking Enforcement,Resolved,,2018-07-25T14:27:47.000,14X,16 VERNON ST,Wandsworth,London,Northcote,SW11 6AA
921523,2019-07-05T08:39:15.000,Phone,Litter - Street Litter Container - Broken,Fly-Tipping,Resolved,,2019-07-09T10:06:19.000,30Y,MACARTHUR BLVD & PARKER AVE,Wandsworth,London,Bedford,SW12 9AD
783389,2017-12-29T18:54:06.000,Online Form,Other City Services (app/web request),OTHER,Cancelled by Customer,,,14X,STATEN AV & GRAND AV,Wandsworth,London,East Putney,SW15 1AA
422346,2012-08-20T14:22:06.000,Telephone/Email,Blocked Drains,Blocked Drains,Resolved,,2012-08-30T14:46:35.000,35Y,11205 GOLF LINKS RD,Wandsworth,London,East Putney,SW15 2AB
867998,2019-01-19T13:20:10.000,FixMyStreet,Illegal Dumping � mattress/boxspring,Fly-Tipping,Cancelled by Customer,,,,1200 LAKESHORE AVE,Wandsworth,London,Tooting,SW17 8AA
506279,2014-03-05T10:20:32.000,FixMyStreet,Traffic Engineering - Other/Complex,Traffic Management,Work Order Created,,,23X,HOWARD ST & HIGH ST,Wandsworth,London,Graveney,SW17 9AB
835555,2018-08-22T15:45:53.000,FixMyStreet,Graffiti in a Park,Council Building Maintenance,Resolved,,2019-02-08T09:07:56.000,19X,LAKESIDE PARK,Wandsworth,London,West Hill,SW18 1AE
857414,2018-12-03T15:32:32.000,FixMyStreet,Oakland Police - Abandoned Auto,OTHER,Referred to External Agency,"OPD ABANDONED AUTOS, PUBLIC",,22Y,2899 DELAWARE ST,Wandsworth,London,Northcote,SW11 6AC
501952,2014-02-04T15:38:12.000,Phone,Parking - Meter Maintenance,Pay-and-Display Machine Repair,Resolved,,2014-02-14T11:16:26.000,03X,10TH ST & WEBSTER ST,Wandsworth,London,Graveney,SW17 9AB
431659,2012-10-27T10:01:04.000,FixMyStreet,Illegal Dumping (report from SeeClickFix),Fly-Tipping,Resolved,,2012-11-05T16:38:40.000,07X,1075 35TH ST.,Wandsworth,London,East Putney,SW15 2AB
498668,2014-01-14T12:33:43.000,Phone,Hazardous Materials,Fire Safety Reports,Resolved,,2014-03-18T13:56:14.000,31Y,720 NEVADA ST,Wandsworth,London,Shaftesbury,SW11 1AB
469580,2013-07-10T19:12:12.000,FixMyStreet,Council Enforcement,OTHER,Referred to External Agency,Council Enforcement,,18Y,1738 E 24TH ST,Wandsworth,London,Tooting,SW17 8AB
525722,2014-06-26T09:03:55.000,Email,Litter in Parks,Parks Maintenance,Resolved,,2014-07-11T08:58:58.000,02X,LOWELL PARK,Wandsworth,London,Northcote,SW11 6AC
559219,2015-01-05T14:53:48.000,Phone,Illegal Dumping � green waste,Fly-Tipping,Resolved,,2015-01-14T18:03:22.000,34X,SUNNYSIDE ST & 90TH AV,Wandsworth,London,Nightingale,SW12 8AF
456841,2013-04-22T15:00:02.000,Telephone/Email,Garbage Service Issue (not at City facility),Recycling,Resolved,,2013-04-22T15:00:07.000,,ZZ,Wandsworth,London,Northcote,SW11 5AB
656216,2016-05-24T22:36:59.000,FixMyStreet,"Graffiti on Street, Street Light, Traffic Signal,",Graffiti Removal,Resolved,,2016-05-26T15:10:10.000,20X,INTERNATIONAL BLVD & 23RD AV,Wandsworth,London,East Putney,SW15 2AB
794607,2018-02-16T09:36:26.000,FixMyStreet,Fly-Tipping,Fly-Tipping,Resolved,,2018-02-21T14:54:17.000,19X,1036 E 8TH ST,Wandsworth,London,West Putney,SW15 1AC
740468,2017-06-22T08:21:51.000,Online Form,Illegal Dumping � green waste,Fly-Tipping,Resolved,,2017-06-24T15:46:46.000,05Y,CAMPBELL ST & W GRAND AV,Wandsworth,London,East Putney,SW15 1AB
612874,2015-10-24T10:30:42.000,FixMyStreet,Graffiti on Traffic Sign(s),Traffic Signage Issues,Resolved,,2015-11-13T10:30:38.000,09X,PIEDMONT AV & RIDGEWAY AV,Wandsworth,London,Nightingale,SW12 8AD
414624,2012-06-25T20:10:11.000,FixMyStreet,Litter - In Public Right of Way,Fly-Tipping,Resolved,,2012-07-02T06:30:25.000,10X,61ST PL & LOWELL,Wandsworth,London,East Putney,SW15 2AC
345374,2010-08-20T14:51:49.000,Telephone/Email,Streets/Sidewalks - Unsafe Condition,Public Right of Way,Resolved,,2010-08-24T16:57:56.000,16Y,1290 BATES RD,Wandsworth,London,East Putney,SW15 1AB
508013,2014-03-17T09:30:55.000,FixMyStreet,Fly-Tipping,Fly-Tipping,Resolved,,2014-03-18T17:15:15.000,12X,552 42ND ST,Wandsworth,London,East Putney,SW15 2AC
816420,2018-05-29T15:38:15.000,Phone,Fly-Tipping,Fly-Tipping,Resolved,,2018-06-14T11:09:34.000,02Y,5TH ST & CENTER ST,Wandsworth,London,Nightingale,SW12 8AE
488351,2013-10-31T08:01:50.000,FixMyStreet,Fly-Tipping,Fly-Tipping,Resolved,,2013-11-04T12:43:40.000,20X,1842 28TH AV,Wandsworth,London,East Putney,SW15 2AA
581732,2015-05-13T12:38:55.000,Online Form,City Bldg - Key / Lock Management,Council Building Maintenance,Resolved,,2015-05-20T14:17:03.000,03Y,POLICE ADMIN BLDG,Wandsworth,London,Wandsworth Common,SW17 7AE
361077,2011-02-16T08:23:26.000,Telephone/Email,Fly-Tipping,Fly-Tipping,Resolved,,2011-02-17T20:18:53.000,05Y,CAMPBELL ST & 18TH ST,Wandsworth,London,Roehampton and Putney Heath,SW15 4AB
517833,2014-05-13T16:00:18.000,FixMyStreet,Fly-Tipping,Fly-Tipping,Cancelled by Customer,,,04X,1451 HARRISON ST,Wandsworth,London,Tooting,SW17 7AA
617320,2015-11-15T12:30:17.000,FixMyStreet,Fly-Tipping,Fly-Tipping,Resolved,,2015-11-20T11:08:37.000,11X,778 61ST ST,Wandsworth,London,West Hill,SW18 1AE
487325,2013-10-24T08:13:59.000,Phone,Street Medians (Landscaped),Parks Maintenance,Resolved,,2013-10-25T08:00:44.000,35X,92ND AV & BANCROFT AV,Wandsworth,London,Furzedown,SW16 6AB
940043,2019-08-30T11:36:05.000,FixMyStreet,Fly-Tipping,Fly-Tipping,Cancelled by Customer,,,33X,1164 86TH AVE,Wandsworth,London,West Hill,SW15 3AB
552766,2014-11-29T10:30:14.000,FixMyStreet,Illegal Dumping � mattress/boxspring,Fly-Tipping,Resolved,,2014-12-01T16:17:29.000,21Y,COOLIDGE AV & NICOL AV,Wandsworth,London,Furzedown,SW16 6AB
660104,2016-06-11T21:22:59.000,FixMyStreet,Fly-Tipping,Fly-Tipping,Cancelled by Customer,,,35X,3400 CALANDRIA AV,Wandsworth,London,Northcote,SW11 6AC
495037,2013-12-16T14:33:52.000,Telephone/Email,Traffic - Repair Pavement Striping,Traffic Signage Issues,Resolved,,2013-12-24T08:56:35.000,12X,SHATTUCK AND 52ND,Wandsworth,London,Roehampton and Putney Heath,SW15 5AB
760990,2017-09-20T08:03:48.000,FixMyStreet,Rough Sleeping Report,Fly-Tipping,Cancelled by Customer,,,07X,HOLLIS ST & W MACARTHUR BLVD,Wandsworth,London,Shaftesbury,SW11 1AC
810562,2018-04-30T11:43:46.000,Phone,City Bldg - Structural Issue,Council Building Maintenance,Cancelled by Customer,,,11X,BUSHROD RECREATION CENTER,Wandsworth,London,Graveney,SW17 0AB
447439,2013-02-19T10:29:31.000,Online Form,Litter - Street Litter Container,Fly-Tipping,Resolved,,2013-02-25T09:12:24.000,22Y,3465 MACARTHUR BLVD,Wandsworth,London,Tooting,SW17 8AB
654056,2016-05-16T06:51:45.000,FixMyStreet,Illegal Dumping � mattress/boxspring,Fly-Tipping,Resolved,,2016-05-19T17:35:08.000,27X,51ST AV & YGNACIO AV,Wandsworth,London,East Putney,SW15 2AA
23205,2010-08-24T16:56:31.000,Telephone/Email,Construction and Demolition Recycling,Recycling,Resolved,,2010-08-24T16:56:33.000,,ZZ,Wandsworth,London,Northcote,SW11 6AC
